[13B-REW 5.08][DL-340XB][AEM 30-0300 X Series]
Time(s)	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
2.047	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.076	76	0	7.49	0.000	
2.095	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.015	76	0	7.35	0.000	
2.146	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.06	76	0	7.45	0.000	
2.197	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.045	76	0	7.42	0.000	
2.245	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.005	76	0	7.32	0.000	
2.295	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.03	76	0	7.38	0.000	
2.345	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.045	76	0	7.42	0.000	
2.397	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.01	76	0	7.34	0.000	
2.448	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.035	76	0	7.4	0.000	
2.496	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.015	76	0	7.35	0.000	
2.546	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.06	76	0	7.45	0.000	
2.597	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.066	76	0	7.47	0.000	
2.647	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.005	76	0	7.32	0.000	
2.697	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.03	76	0	7.38	0.000	
2.747	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.035	76	0	7.4	0.000	
2.795	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	0	76	0	7.31	0.000	
2.845	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.01	76	0	7.34	0.000	
2.897	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.015	76	0	7.35	0.000	
2.947	0	9845	2.622	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.05	76	0	7.43	0.000	
2.995	0	9877	2.626	.678	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.066	76	0	7.47	0.000	
3.046	0	9877	2.626	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.005	76	0	7.32	0.000	
3.096	0	9845	2.622	.688	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.04	76	0	7.41	0.000	
3.146	0	9845	2.622	.688	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.055	76	0	7.44	0.000	
3.197	0	9845	2.622	.688	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	0	76	0	7.31	0.000	
3.245	0	9877	2.626	.688	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.02	76	0	7.36	0.000	
3.295	0	9845	2.622	.688	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.025	76	0	7.37	0.000	
3.346	0	9845	2.622	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.03	76	0	7.38	0.000	
3.396	0	9877	2.626	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.066	76	0	7.47	0.000	
3.445	0	9845	2.622	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.005	76	0	7.32	0.000	
3.496	0	9877	2.626	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.05	76	0	7.43	0.000	
3.547	0	9877	2.626	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.045	76	0	7.42	0.000	
3.599	0	9845	2.622	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	0	76	0	7.31	0.000	
3.648	0	9877	2.626	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.02	76	0	7.36	0.000	
3.697	0	9877	2.626	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.025	76	0	7.37	0.000	
3.746	0	9845	2.622	.683	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	0	76	0	7.31	0.000	
3.796	0	9845	2.622	.698	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.055	76	0	7.44	0.000	
3.844	0	9877	2.626	.878	0	0	-25	-25	175	51	1	1	23	20	0	12.4	0	0	.005	76	0	7.32	0.000	
3.896	0	9821	2.617	1.015	0	0	-25	-25	175	51	1	1	23	20	0	8.3	0	0	0	76	0	7.31	0.000	
3.946	0	9845	2.622	1.181	0	0	-25	-25	175	51	1	1	23	20	0	9	0	0	0	76	0	7.31	0.000	
3.997	0	9845	2.622	1.333	0	0	-25	-25	175	51	1	1	23	20	0	9.5	0	0	0	76	0	7.31	0.000	
4.045	0	9845	2.62	1.508	0	0	-25	-25	175	51	1	1	23	20	0	9.9	0	0	0	76	0	7.31	0.000	
4.096	0	9845	2.621	1.523	0	0	-25	-25	175	51	1	1	23	20	0	10.1	0	0	0	76	0	7.31	0.000	
4.146	0	9853	2.622	1.523	0	0	9	5	175	51	1	1	23	20	1	9.9	0	1000	0	76	0	7.31	0.000	
4.197	0	9853	2.622	1.547	30.648	0	9	5	175	51	1	1	23	20	0	10.1	0	1000	0	76	0	7.31	0.000	
4.245	223	9861	2.623	1.66	30.648	0	9	5	175	51	1	1	23	20	1	10.4	0	1000	.01	76	0	7.34	0.000	
4.295	223	9861	2.623	1.791	30.648	0	9	5	175	51	1	1	23	20	0	10.3	0	1000	.015	76	0	7.35	0.000	
4.345	336	9853	2.62	1.894	21.832	0	9	5	175	51	1	1	23	20	1	10.5	0	1000	0	76	0	7.31	0.000	
4.396	520	9837	2.62	1.899	21.832	0	9	5	175	51	1	1	23	20	1	10.7	0	1000	0	76	0	7.31	0.000	
4.448	736	9813	2.611	1.938	8.457	477	10	6	175	51	1	1	23	20	1	11	0	688	.015	76	0	7.35	0.000	
4.496	977	9797	2.611	1.943	8.457	474	11	7	175	51	1	1	23	20	2	11.3	0	688	0	76	0	7.31	0.000	
4.546	869	9813	2.615	1.948	19.316	473	11	7	175	51	1	1	23	20	1	11.4	0	688	0	76	0	7.31	0.000	
4.598	1019	9757	2.605	1.953	19.187	471	11	7	175	51	1	1	23	20	3	11.6	0	688	.015	76	0	7.35	0.000	
4.646	949	9773	2.614	1.953	14.757	470	11	7	175	51	1	1	23	20	0	11.7	0	688	.05	76	0	7.43	0.000	
4.698	874	9805	2.613	1.953	15.644	468	11	7	175	51	1	1	23	20	3	12.5	0	688	.217	76	0	7.83	0.000	
4.748	1176	9717	2.596	1.953	12.933	467	11	7	175	51	1	1	23	20	0	13.5	0	688	.176	76	0	7.73	0.000	
4.796	1451	9709	2.591	1.953	9.835	467	15	11	175	51	1	1	23	20	0	14	0	688	.166	76	0	7.71	0.000	
4.846	1831	9613	2.576	1.948	6.625	466	17	14	175	51	1	1	23	20	3	14	0	688	.166	76	0	7.71	0.000	
4.895	2136	9517	2.558	1.948	6.468	466	18	16	175	49	1	1	23	20	4	14	0	688	.106	76	0	7.56	0.000	
4.945	2495	9397	2.527	1.948	6.273	465	18	17	175	43	1	1	23	20	3	14	0	688	.116	76	0	7.59	0.000	
4.995	2848	9205	2.498	1.948	6.14	464	19	18	175	39	1	1	23	20	3	14	0	688	.126	76	0	7.61	0.000	
5.046	3109	8877	2.424	1.713	8.234	464	21	20	175	33	1	1	23	20	1	14	0	688	.166	76	0	7.71	0.000	
5.097	3396	7725	2.168	1.411	7.398	426	23	23	175	29	1	1	23	20	1	14	0	688	.176	76	0	7.73	0.000	
5.147	3610	5725	1.779	.898	6.171	408	33	33	175	23	1	1	23	20	0	14	0	688	.096	76	0	7.54	0.000	
5.197	3483	4125	1.523	.756	4.132	381	33	33	175	19	1	1	23	20	0	14	0	688	.146	76	0	7.66	0.000	
5.247	3327	3805	1.473	.791	4.007	411	33	33	175	15	1	1	23	20	0	14	0	688	.146	76	0	7.66	0.000	
5.296	3188	3989	1.52	.927	11.796	452	32	32	175	15	1	1	23	20	0	14	0	686	.096	76	0	7.54	0.000	
5.345	3054	4533	1.628	1.069	12.046	452	32	32	175	15	1	1	23	20	0	14	0	682	.116	76	0	7.59	0.000	
5.395	2909	5173	1.756	1.181	12.171	453	30	30	175	15	1	1	23	20	0	14	0	679	.116	76	0	7.59	0.000	
5.446	2769	5805	1.864	1.191	7.5	452	28	28	175	15	1	1	23	20	0	14	0	674	.136	76	0	7.64	0.000	
5.498	2696	6221	1.932	1.191	4.382	451	27	27	175	14	1	1	23	20	0	14	0	670	.166	76	0	7.71	0.000	
5.547	2778	6229	1.931	1.166	4.601	451	27	27	175	14	1	1	23	20	3	14	0	667	.096	76	0	7.54	0.000	
5.595	2760	6165	1.922	1.166	4.453	450	27	27	175	13	1	1	23	20	1	14	0	662	.146	76	0	7.66	0.000	
5.643	2835	6165	1.915	1.166	4.562	449	28	28	175	12	1	1	23	20	0	14	0	659	.156	76	0	7.68	0.000	
5.695	2895	5965	1.876	1.166	4.554	448	29	29	175	12	1	1	23	20	0	14	0	656	.086	76	0	7.52	0.000	
5.748	2920	5381	1.75	.825	4.492	387	30	30	175	12	1	1	23	20	2	14	0	652	.106	76	0	7.56	0.000	
5.795	2829	4605	1.62	.742	4.57	391	31	31	175	10	1	1	23	20	0	14	0	649	.106	76	0	7.56	0.000	
5.846	2714	4445	1.595	.737	4.656	411	31	31	175	10	1	1	23	20	0	14	0	644	.136	76	0	7.64	0.000	
5.896	2569	4533	1.614	.722	4.898	422	30	30	175	10	1	1	23	20	0	14	0	640	.166	76	0	7.71	0.000	
5.947	2451	4653	1.634	.693	5.101	430	30	30	175	8	1	1	23	20	0	14	0	637	.096	76	0	7.54	0.000	
5.998	2326	4789	1.661	.688	5.242	438	29	29	175	8	1	1	23	20	1	14	0	634	.136	76	0	7.64	0.000	
6.046	2198	4997	1.7	.683	5.437	438	29	29	175	8	1	1	23	20	0	14	0	629	.146	76	0	7.66	0.000	
6.097	2104	5157	1.728	.693	5.421	437	28	28	175	6	1	1	23	20	0	14	0	626	.086	76	0	7.52	0.000	
6.147	2019	5285	1.754	.747	5.101	438	28	28	175	6	1	1	23	20	0	14	0	622	.106	76	0	7.56	0.000	
6.196	1933	5557	1.82	.81	5.046	438	26	26	175	6	1	1	23	20	2	14	0	619	.116	76	0	7.59	0.000	
6.247	1941	6133	1.927	.961	11.031	439	25	25	175	4	1	1	23	20	0	14	0	614	.146	76	0	7.66	0.000	
6.298	1907	6565	2.001	.986	7.796	439	25	24	175	4	1	1	23	20	0	14	0	611	.156	76	0	7.68	0.000	
6.345	1817	6765	2.049	.986	4.679	439	25	23	175	4	1	1	23	20	0	14	0	607	.096	76	0	7.54	0.000	
6.395	1834	7045	2.1	.986	4.382	438	24	22	175	2	1	1	23	20	0	14	0	604	.146	76	0	7.66	0.000	
6.446	2013	6981	2.077	.961	4.585	437	24	24	175	2	1	1	23	20	0	14	0	599	.146	76	0	7.66	0.000	
6.496	2041	6685	2.018	.903	4.39	435	24	24	175	2	1	1	23	20	1	14	0	596	.086	76	0	7.52	0.000	
6.548	2016	6477	1.982	.883	4.093	435	25	25	175	7	1	1	23	20	2	14	0	592	.096	76	0	7.54	0.000	
6.597	2051	6413	1.969	.883	4.039	433	25	25	175	16	1	1	23	20	0	14	0	589	.116	76	0	7.59	0.000	
6.646	2051	6269	1.943	.815	3.992	432	26	26	175	16	1	1	23	20	0	14	0	584	.126	76	0	7.61	0.000	
6.698	2088	6061	1.892	.781	3.671	420	26	26	175	16	1	1	23	20	1	14	0	580	.156	76	0	7.68	0.000	
6.746	2050	5885	1.866	.776	3.679	425	27	27	175	14	1	1	23	20	1	14	0	577	.086	76	0	7.52	0.000	
6.795	2031	5789	1.851	.722	3.906	431	27	27	175	14	1	1	23	20	0	14	0	574	.136	76	0	7.64	0.000	
6.846	2030	5653	1.822	.712	4.156	428	27	27	175	14	1	1	23	20	0	14	0	569	.146	76	0	7.66	0.000	
6.895	1991	5549	1.808	.708	4.265	428	26	26	175	14	1	1	23	20	1	14	0	566	.076	76	0	7.49	0.000	
6.945	1879	5525	1.81	.708	4.601	427	26	26	175	14	1	1	23	20	0	14	0	562	.106	76	0	7.56	0.000	
6.997	1819	5709	1.843	.708	4.39	427	25	25	175	14	1	1	23	20	0	14	0	559	.106	76	0	7.56	0.000	
7.047	1894	5797	1.852	.708	3.789	426	26	26	175	14	1	1	23	20	0	14	0	554	.066	76	0	7.47	0.000	
7.096	1828	5653	1.823	.708	4.117	426	25	25	175	14	1	1	23	20	0	14	0	550	.116	76	0	7.59	0.000	
7.149	1711	5749	1.843	.708	4.21	425	23	23	175	14	1	1	23	20	0	14	0	547	.076	76	0	7.49	0.000	
7.196	1664	5917	1.89	.708	3.992	425	23	23	175	14	1	1	23	20	0	14	0	544	.136	76	0	7.64	0.000	
7.246	1735	6053	1.897	.708	3.359	424	23	23	175	16	1	1	23	20	0	14	0	539	.126	76	0	7.61	0.000	
7.296	1736	5941	1.876	.708	3.367	424	23	23	175	16	1	1	23	20	0	14	0	536	.066	76	0	7.47	0.000	
7.346	1611	5941	1.883	.708	3.562	424	23	23	175	14	1	1	23	20	0	14	0	532	.096	76	0	7.54	0.000	
7.396	1620	6245	1.937	.708	3.515	423	23	23	175	14	1	1	23	20	0	14	0	527	.106	76	0	7.56	0.000	
7.446	1691	6269	1.935	.708	3.445	423	23	23	175	14	1	1	23	20	0	14	0	526	.086	76	0	7.52	0.000	
7.495	1732	6101	1.902	.708	3.468	422	23	23	175	16	1	1	23	20	0	14	0	521	.086	76	0	7.52	0.000	
7.544	1618	6013	1.9	.708	3.343	422	23	23	175	16	1	1	23	20	1	14	0	517	.086	76	0	7.52	0.000	
7.594	1599	6229	1.933	.708	3.515	421	22	22	175	16	1	1	23	20	1	14	0	512	.136	76	0	7.64	0.000	
7.646	1662	6285	1.94	.708	3.468	421	23	23	175	16	1	1	23	20	0	14	0	511	.146	76	0	7.66	0.000	
7.695	1728	6157	1.913	.708	3.5	421	23	23	175	16	1	1	23	20	0	14	0	506	.076	76	0	7.49	0.000	
7.746	1635	6013	1.892	.708	3.32	420	23	23	175	16	1	1	23	20	0	14	0	502	.106	76	0	7.56	0.000	
7.799	1571	6157	1.925	.708	3.335	420	22	22	175	16	1	1	23	20	0	14	0	497	.096	76	0	7.54	0.000	
7.846	1614	6285	1.949	.708	3.601	419	23	23	175	16	1	1	23	20	0	14	0	496	.066	76	0	7.47	0.000	
7.897	1677	6205	1.927	.708	3.484	419	23	23	175	16	1	1	23	20	1	14	0	491	.086	76	0	7.52	0.000	
7.945	1657	6069	1.904	.708	3.429	418	23	23	175	16	1	1	23	20	0	14	0	487	.086	76	0	7.52	0.000	
7.996	1599	6125	1.914	.708	3.351	418	22	22	175	16	1	1	23	20	0	14	0	482	.136	76	0	7.64	0.000	
8.046	1586	6237	1.937	.708	3.546	418	22	22	175	16	1	1	23	20	1	14	0	479	.136	76	0	7.64	0.000	
8.097	1658	6245	1.932	.708	3.429	417	23	23	175	16	1	1	23	20	0	14	0	476	.076	76	0	7.49	0.000	
8.147	1631	6133	1.914	.708	3.367	417	23	23	175	16	1	1	23	20	0	14	0	472	.116	76	0	7.59	0.000	
8.198	1583	6133	1.923	.708	3.382	416	22	22	175	16	1	1	23	20	0	14	0	469	.106	76	0	7.56	0.000	
8.247	1573	6237	1.938	.708	3.476	416	22	22	175	16	1	1	23	20	0	14	0	464	.066	76	0	7.47	0.000	
8.297	1613	6253	1.939	.708	3.406	415	23	23	175	16	1	1	23	20	0	14	0	460	.076	76	0	7.49	0.000	
8.346	1605	6197	1.927	.708	3.414	415	23	23	175	16	1	1	23	20	0	14	0	458	.086	76	0	7.52	0.000	
8.396	1542	6181	1.925	.708	3.359	415	22	22	175	16	1	1	23	20	0	14	0	454	.136	76	0	7.64	0.000	
8.446	1525	6349	1.956	.708	4.031	414	22	21	175	16	1	1	23	20	0	14	0	451	.146	76	0	7.66	0.000	
8.494	1535	6437	1.974	.708	4.109	414	23	22	175	16	1	1	23	20	0	14	0	446	.076	76	0	7.49	0.000	
8.548	1592	6429	1.97	.708	3.835	412	23	22	175	16	1	1	23	20	0	14	0	442	.106	76	0	7.56	0.000	
8.597	1614	6325	1.941	.703	3.585	412	23	23	175	16	1	1	23	20	0	14	0	439	.106	76	0	7.56	0.000	
8.648	1521	6261	1.94	.712	3.812	412	22	22	175	16	1	1	23	20	0	14	0	434	.066	76	0	7.47	0.000	
8.695	1491	6349	1.966	.712	4.171	411	22	21	175	16	1	1	23	20	0	14	0	431	.086	76	0	7.52	0.000	
8.745	1537	6493	1.98	.712	4.234	411	23	22	175	16	1	1	23	20	0	14	0	427	.086	76	0	7.52	0.000	
8.795	1580	6357	1.957	.708	3.671	410	22	21	175	16	1	1	23	20	0	14	0	422	.096	76	0	7.54	0.000	
8.847	1562	6277	1.94	.708	3.5	410	22	22	175	16	1	1	23	20	0	14	0	419	.146	76	0	7.66	0.000	
8.897	1463	6309	1.952	.708	3.898	410	22	21	175	16	1	1	23	20	0	14	0	415	.066	76	0	7.47	0.000	
8.947	1436	6461	1.987	.708	4.335	409	23	22	175	16	1	1	23	20	0	14	0	412	.106	76	0	7.56	0.000	
8.999	1520	6565	1.997	.712	4.289	409	23	22	175	16	1	1	23	20	0	14	0	407	.116	76	0	7.59	0.000	
9.046	1530	6453	1.978	.712	3.96	408	23	22	175	16	1	1	23	20	0	14	0	404	.066	76	0	7.47	0.000	
9.095	1494	6357	1.957	.712	3.804	408	22	21	175	16	1	1	23	20	0	14	0	400	.086	76	0	7.52	0.000	
9.145	1461	6389	1.97	.712	4.125	408	22	21	175	16	1	1	23	20	0	14	0	397	.096	76	0	7.54	0.000	
9.196	1466	6525	1.99	.708	4.343	407	22	21	175	16	1	1	23	20	0	14	0	392	.066	76	0	7.47	0.000	
9.246	1459	6549	1.997	.712	4.437	407	22	21	175	16	1	1	23	20	0	14	0	389	.146	76	0	7.66	0.000	
9.297	1475	6565	1.998	.708	4.476	407	23	22	175	16	1	1	23	20	0	14	0	386	.076	76	0	7.49	0.000	
9.346	1442	6573	2	.712	4.421	406	22	21	175	16	1	1	23	20	0	14	0	382	.126	76	0	7.61	0.000	
9.396	1442	6581	2.004	.712	4.406	406	22	21	175	16	1	1	23	20	0	14	0	379	.126	76	0	7.61	0.000	
9.445	1395	6621	2.01	.708	4.929	405	22	21	175	16	1	1	23	20	0	14	0	374	.066	76	0	7.47	0.000	
9.496	1388	6701	2.027	.708	4.992	405	22	20	175	16	1	1	23	20	0	14	0	371	.086	76	0	7.52	0.000	
9.547	1429	6733	2.032	.712	4.726	405	22	21	175	16	1	1	23	20	0	14.1	0	368	.096	76	0	7.54	0.000	
9.597	1479	6637	2.009	.708	4.312	404	23	22	175	16	1	1	23	20	0	14	0	364	.126	76	0	7.61	0.000	
9.646	1457	6549	1.993	.712	4.351	404	22	21	175	16	1	1	23	20	0	14	0	361	.096	76	0	7.54	0.000	
9.696	1373	6669	2.018	.712	4.687	403	22	20	175	16	1	1	23	20	0	14.1	0	356	.076	76	0	7.49	0.000	
9.745	1366	6741	2.035	.712	5.125	403	22	20	175	16	1	1	23	20	0	14	0	353	.116	76	0	7.59	0.000	
9.798	1437	6733	2.029	.712	4.656	403	22	21	175	16	1	1	23	20	0	14.1	0	350	.126	76	0	7.61	0.000	
9.849	1448	6653	2.01	.712	4.414	402	22	21	175	16	1	1	23	20	0	14	0	346	.055	76	0	7.44	0.000	
9.896	1421	6573	2	.708	4.375	402	22	21	175	16	1	1	23	20	0	14	0	343	.096	76	0	7.54	0.000	
9.947	1341	6629	2.023	.712	4.89	402	22	21	175	16	1	1	23	20	0	14.1	0	340	.096	76	0	7.54	0.000	
9.997	1277	6909	2.063	.712	5.648	401	20	19	175	16	1	1	23	20	0	14.1	0	337	.066	76	0	7.47	0.000	
10.046	1365	6981	2.076	.708	5.265	401	21	20	175	18	1	1	23	20	0	14.1	0	332	.096	76	0	7.54	0.000	
10.096	1435	6861	2.049	.712	4.765	401	22	20	175	16	1	1	23	20	1	14	0	329	.066	76	0	7.47	0.000	
10.144	1428	6733	2.023	.708	4.671	400	22	21	175	16	1	1	23	20	0	14	0	326	.136	76	0	7.64	0.000	
10.196	1283	6773	2.037	.712	5.335	400	20	19	175	16	1	1	23	20	0	14	0	322	.136	76	0	7.64	0.000	
10.247	1253	7005	2.084	.708	6.101	400	19	18	175	16	1	1	23	20	0	14.1	0	319	.066	76	0	7.47	0.000	
10.295	1317	7165	2.109	.712	5.89	399	20	18	175	18	1	1	23	20	0	14	0	316	.086	76	0	7.52	0.000	
10.345	1353	7061	2.087	.712	5.468	399	20	19	175	18	1	1	23	20	0	14	0	313	.116	76	0	7.59	0.000	
10.397	1330	6925	2.058	.708	5.179	399	21	19	175	16	1	1	23	20	0	14.1	0	310	.055	76	0	7.44	0.000	
10.445	1228	6941	2.08	.712	5.781	398	20	19	175	16	1	1	23	20	0	14.1	0	307	.066	76	0	7.47	0.000	
10.495	1123	7205	2.14	.712	6.539	398	18	16	175	16	1	1	23	20	0	14.1	0	304	.076	76	0	7.49	0.000	
10.546	1117	7557	2.19	.712	7.609	398	16	14	175	18	1	1	23	20	0	14	0	301	.126	76	0	7.61	0.000	
10.597	1230	7597	2.183	.712	7.117	397	17	16	175	18	1	1	23	20	0	14.1	0	298	.126	76	0	7.61	0.000	
10.645	1320	7397	2.137	.712	6.257	397	19	18	175	18	1	1	23	20	0	14.1	0	295	.055	76	0	7.44	0.000	
10.695	1249	7109	2.101	.717	5.617	397	20	18	175	18	1	1	23	20	0	14.1	0	292	.096	76	0	7.54	0.000	
